qindex,ASSIM-N_I,ASSIM_I,MADDA_I,SHAMS_I,MIN-W_I,MIN-Y_I,P_SIL_I,SIL_I,SAKT_I,ASSIM-M_B,ASSIM-N_B,ASSIM_B,MADDA_B,CLIT-H_B,MIN-Y_B,SIL_B
13:4:26,0,0,3,2,0,0,0,4,0,0,4,0,1,0,0,0
13:6:4,3,0,0,1,0,0,0,1,0,0,5,0,3,1,0,0
13:7:14,3,0,1,2,0,0,0,0,0,1,2,0,0,2,0,0
13:10:9,1,0,0,4,0,0,0,1,0,0,4,0,1,3,0,0
13:11:25,1,0,2,4,0,0,0,0,0,1,6,0,0,4,0,0
13:13:11,0,0,2,1,0,0,0,0,0,1,2,0,0,3,0,0
13:14:22,0,0,2,3,0,0,0,0,0,2,6,0,1,1,0,0
13:16:14,1,0,1,3,0,0,0,2,0,0,3,0,0,1,0,0
13:16:44,1,0,3,4,0,0,0,0,0,0,6,0,0,1,0,0
13:17:29,1,0,1,3,0,0,0,2,0,1,2,0,0,2,0,0
13:18:17,1,0,2,1,0,0,0,4,0,0,2,0,3,2,0,0
13:20:5,2,0,2,2,0,0,0,3,0,0,3,0,2,1,0,0
13:22:15,1,0,3,3,0,0,0,1,0,2,4,0,0,0,0,0
13:25:4,0,0,3,7,0,0,0,2,0,0,3,0,2,2,0,0
13:26:11,1,0,1,2,0,0,0,2,0,1,4,0,2,1,0,0
13:28:6,0,0,0,3,0,0,0,3,0,0,4,0,4,0,0,0
13:30:17,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
13:31:19,0,0,1,4,0,0,0,4,0,1,4,0,1,0,0,0
13:31:49,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0
13:33:15,0,0,0,3,0,0,0,2,0,1,4,0,0,2,0,0
13:34:6,0,0,1,1,0,0,0,1,0,1,4,1,0,0,0,0
13:36:3,3,0,1,1,0,0,0,1,0,1,2,0,4,2,0,0
13:37:8,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0
13:38:18,1,0,1,2,0,0,0,2,0,0,3,0,1,1,0,0
13:41:6,1,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0
13:43:2,2,0,1,7,0,0,0,1,0,0,2,0,0,1,0,0
14:1:17,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0
14:3:13,0,0,3,1,0,0,0,1,0,0,5,0,2,1,0,0
14:5:8,1,0,1,4,0,0,0,1,0,2,3,0,0,0,0,0
14:6:17,1,0,3,0,0,0,0,1,0,1,9,0,2,0,0,0
14:8:10,0,0,1,2,0,0,0,3,0,1,4,0,3,0,0,0
14:9:27,0,0,0,2,0,0,0,1,0,2,6,0,4,1,0,0
14:10:20,1,0,2,1,0,0,0,0,0,0,6,0,0,1,0,0
14:11:17,0,0,0,4,0,0,0,0,0,1,1,0,3,0,0,0
14:13:1,0,0,0,1,0,0,0,2,0,1,1,0,2,0,0,0
14:15:5,0,0,3,0,0,0,0,1,0,0,10,0,0,4,0,0
14:18:7,0,0,0,4,0,0,0,1,0,0,5,0,0,0,0,0
14:20:1,1,0,1,4,0,0,0,4,0,1,5,0,1,0,0,0
14:21:26,0,1,1,2,0,0,0,0,0,1,4,0,3,0,0,0
14:22:22,2,0,0,2,0,0,1,3,0,2,3,0,4,0,0,0
14:23:8,0,0,1,2,0,0,0,0,0,0,7,0,1,0,0,0
14:25:6,0,0,0,5,0,0,0,1,0,0,4,0,0,0,0,0
14:27:11,1,0,1,4,0,0,0,4,0,0,3,0,0,1,0,0
14:30:7,1,0,0,3,0,0,0,4,0,0,6,1,0,0,0,0
14:32:4,1,0,3,4,0,0,0,0,0,0,2,0,0,2,0,0
14:33:9,1,0,0,2,0,0,0,1,0,1,6,0,1,0,0,0
14:36:2,2,0,0,2,0,0,0,1,0,0,5,0,2,1,0,0
14:37:17,0,0,1,4,0,0,0,0,0,1,3,0,2,0,0,0
14:39:3,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
14:42:3,1,0,1,3,0,0,0,1,0,0,2,0,2,0,0,0
14:44:11,2,0,0,1,0,0,0,2,0,2,5,0,3,0,0,0
14:46:1,2,0,0,4,0,0,0,2,0,0,3,0,1,2,0,0
14:48:8,1,0,0,4,0,0,0,1,0,1,5,0,0,1,0,0
14:52:6,0,0,1,3,0,0,0,7,0,0,4,0,1,0,0,0
15:3:6,0,0,2,1,0,0,0,1,0,0,4,0,1,0,0,0
15:7:5,2,0,1,2,0,0,0,1,0,1,4,0,1,1,0,0
15:11:4,0,0,1,1,0,0,0,3,0,1,1,0,1,3,0,0
15:15:5,1,0,1,3,0,0,0,0,0,0,6,0,0,1,0,0
15:19:8,2,0,3,2,0,0,0,0,0,0,9,0,1,3,0,0
15:22:8,3,0,0,0,0,1,0,0,0,0,3,0,1,2,0,0
15:26:6,0,0,2,1,0,0,0,1,0,0,11,0,0,2,0,0
15:29:9,0,0,2,2,0,0,0,0,0,0,4,0,2,1,0,0
15:33:10,2,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0
15:39:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:43:4,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
15:48:4,1,0,0,0,0,0,0,3,0,1,3,0,2,0,0,0
15:53:2,0,0,1,1,0,0,0,1,0,0,5,0,2,1,0,0
15:57:2,0,0,1,0,0,0,0,1,0,0,2,0,5,1,0,0
15:62:4,2,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0
15:66:5,1,0,7,1,0,0,0,2,0,0,2,0,2,0,0,0
15:72:1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
15:78:2,1,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0
15:84:3,0,0,0,3,0,0,0,1,0,1,2,0,1,0,0,0
15:88:1,1,0,0,1,0,0,0,1,0,0,1,0,3,1,0,0
15:92:3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15:98:3,0,0,2,6,0,0,0,0,0,0,2,0,1,2,0,0
16:2:9,2,0,0,1,0,0,1,1,0,0,5,0,4,2,0,0
16:5:6,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
16:8:7,2,0,4,4,0,0,0,0,0,2,4,0,1,0,0,0
16:11:5,0,0,0,6,0,0,0,0,0,0,6,0,1,1,0,0
16:13:4,0,0,0,0,0,0,0,3,0,0,6,0,1,2,0,0
16:14:21,0,0,0,2,0,0,0,1,0,0,7,0,1,0,0,0
16:18:8,0,0,1,3,0,0,0,0,0,0,7,0,0,0,0,0
16:22:5,2,0,0,1,0,0,0,2,0,3,1,0,3,1,0,0
16:25:2,0,0,1,2,0,0,0,0,0,2,3,0,0,0,0,0
16:26:17,1,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0
16:28:5,3,0,1,2,0,0,0,2,0,0,3,0,3,0,0,1
16:30:8,0,0,1,2,0,0,0,2,0,0,5,0,0,0,0,0
16:32:3,2,0,2,1,0,0,0,2,0,0,3,0,2,0,0,0
16:33:21,1,0,2,1,0,0,0,3,0,1,4,0,1,2,0,0
16:35:19,0,0,0,4,0,0,0,2,0,2,4,0,0,1,0,0
16:36:17,1,0,0,3,0,0,0,3,0,1,3,0,0,0,0,0
16:38:5,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0
16:40:6,0,0,0,2,0,0,0,4,0,0,4,0,1,1,0,0
16:43:3,2,0,0,5,0,0,0,2,0,0,4,0,3,0,0,0
16:45:6,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0
16:48:5,0,0,3,3,0,0,0,1,0,1,6,0,0,1,0,0
16:50:4,0,0,0,4,0,0,0,1,0,1,3,0,1,1,0,0
16:53:4,2,0,0,3,0,0,0,2,0,1,3,0,1,0,0,0
16:56:6,2,0,1,1,0,0,0,0,0,2,3,0,0,2,0,0
16:59:8,0,0,1,4,0,0,0,0,0,1,0,0,1,3,0,0
16:61:7,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0
16:62:14,1,0,0,3,0,0,0,1,0,1,3,0,3,0,0,0
16:64:10,1,0,2,2,0,0,0,0,0,1,7,0,1,1,0,0
16:66:10,0,0,1,3,0,0,0,0,0,0,9,0,0,0,0,0
16:68:8,0,0,1,3,0,0,0,0,0,0,8,0,0,1,0,0
16:70:1,1,0,0,4,0,0,0,1,0,1,5,0,1,0,0,0
16:71:11,1,0,2,3,0,0,0,0,0,4,2,0,0,0,0,0
16:72:19,1,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0
16:75:3,1,0,0,2,1,0,0,0,0,0,7,0,1,0,0,0
16:76:6,0,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0
16:77:7,0,0,0,4,0,0,0,1,0,1,4,0,0,0,0,0
16:79:3,0,0,1,4,0,0,0,0,0,2,7,0,0,0,0,0
16:80:15,0,0,0,1,0,0,0,0,0,3,4,0,1,0,0,0
16:81:20,1,0,0,1,0,0,0,2,0,0,4,0,0,1,0,0
16:84:12,1,0,4,0,0,0,0,5,0,0,1,0,0,0,0,0
16:86:17,0,0,0,3,0,0,0,5,0,1,2,0,0,0,0,0
16:89:5,1,0,3,1,0,0,0,0,0,1,5,0,0,0,0,0
16:90:11,2,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0
16:92:5,2,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0
16:93:3,1,1,3,2,0,0,0,2,0,0,8,0,1,0,0,0
16:94:16,5,0,0,4,0,0,0,2,0,1,5,0,1,0,0,0
16:96:12,1,0,0,3,0,0,0,2,0,1,5,0,0,1,0,0
16:99:1,0,0,0,1,0,0,0,2,0,1,2,0,3,5,0,0
16:101:12,1,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0
16:103:12,0,0,1,3,0,0,0,1,0,0,3,0,0,0,0,0
16:106:3,0,0,0,3,0,0,0,1,0,0,7,0,1,2,0,0
16:107:9,0,0,2,2,0,0,0,3,0,0,1,0,0,0,0,0
16:110:8,0,0,0,1,0,0,0,3,0,0,8,0,1,0,0,0
16:112:5,0,0,1,2,0,0,0,2,0,0,6,0,0,0,0,0
16:114:2,2,0,0,4,0,0,0,1,0,0,5,0,1,1,0,0
16:115:19,0,0,0,3,0,0,0,2,0,0,6,0,0,0,0,0
16:117:5,1,0,1,1,0,0,0,5,0,0,5,0,2,0,0,0
16:119:15,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0
16:122:8,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0
16:124:17,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0
16:126:8,0,0,0,5,0,0,0,1,0,1,3,1,0,0,0,0
17:1:4,0,0,1,2,0,0,0,0,0,0,2,0,3,4,0,0
17:2:9,0,0,2,0,0,0,0,1,0,0,6,0,2,1,0,0
17:5:5,3,0,0,1,0,0,0,2,0,1,6,0,1,0,0,0
17:7:7,0,1,2,0,1,0,0,4,0,0,2,0,0,0,0,0
17:9:3,2,0,1,2,0,0,0,0,0,0,3,0,0,1,0,0
17:11:8,1,0,1,3,0,0,0,2,0,0,6,0,2,2,0,0
17:13:7,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
17:15:17,0,0,0,0,0,0,0,1,0,0,5,0,2,1,0,0
17:17:12,0,0,2,0,0,0,0,1,0,0,7,0,0,2,0,0
17:19:11,1,0,6,1,0,0,0,0,0,1,5,0,0,0,0,0
17:22:6,1,0,0,0,0,0,0,1,0,0,4,2,4,0,0,0
17:24:2,0,0,0,3,0,0,0,1,0,0,3,1,0,2,0,0
17:26:8,0,0,1,2,0,0,0,1,0,0,5,1,1,1,0,0
17:29:7,0,0,1,1,0,0,0,1,0,0,5,0,1,2,0,0
17:31:12,0,0,1,3,0,0,0,2,0,0,7,1,1,3,0,0
17:33:21,1,0,0,0,0,0,0,4,0,0,4,0,0,1,0,0
17:36:1,0,0,1,1,0,0,0,1,0,0,4,0,0,1,0,0
17:38:2,1,0,1,1,0,0,0,0,0,1,2,0,2,1,0,0
17:40:7,0,0,0,0,0,0,0,2,0,0,5,1,1,2,0,0
17:43:3,0,0,0,2,0,0,0,0,0,0,7,0,0,2,0,0
17:45:6,0,0,0,0,0,0,0,1,0,0,5,0,2,1,0,0
17:47:5,1,0,0,1,0,0,0,3,0,0,4,0,3,1,0,0
17:49:7,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0
17:51:23,2,0,0,2,0,0,0,1,0,0,6,1,0,1,0,0
17:54:3,0,0,0,2,1,1,0,1,0,0,6,0,1,0,0,0
17:56:4,1,0,1,1,0,0,0,1,0,1,4,0,1,3,0,0
17:58:3,0,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0
17:59:15,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0
17:60:24,0,0,1,0,0,0,0,2,0,0,4,0,3,1,0,0
17:63:1,0,0,2,1,0,0,0,0,0,2,3,0,0,0,0,0
17:65:2,0,0,0,1,0,0,0,1,0,0,5,0,1,2,0,0
17:67:9,3,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0
17:69:6,0,0,0,2,0,0,0,1,0,2,2,0,1,1,0,0
17:70:14,0,0,1,0,0,0,0,2,0,0,5,0,1,3,0,0
17:73:1,0,1,0,0,0,0,0,1,0,0,6,0,3,1,0,0
17:75:9,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0
17:78:3,0,0,0,1,0,0,0,0,0,0,6,1,1,1,0,0
17:80:7,1,0,2,1,0,0,0,0,0,0,8,1,0,0,0,0
17:83:1,1,0,0,3,0,0,0,0,0,0,3,0,1,2,0,0
17:85:8,0,0,0,0,0,0,0,0,0,1,5,1,3,2,0,0
17:88:2,1,0,0,2,0,0,0,1,0,0,5,0,2,1,0,0
17:89:13,1,0,1,1,0,0,0,1,0,0,6,0,0,0,0,0
17:92:8,1,0,2,2,0,0,0,0,0,0,5,0,0,1,0,0
17:93:26,0,0,3,3,0,0,0,2,0,1,8,1,4,0,0,0
17:96:1,0,0,1,2,0,0,0,0,0,0,8,0,0,3,0,0
17:97:20,0,0,1,2,0,0,0,3,0,1,5,0,1,0,0,0
17:99:9,3,0,1,1,0,0,0,0,0,0,4,1,2,0,0,0
17:101:2,1,0,5,1,0,0,0,0,0,0,3,0,2,1,0,0
17:102:13,1,0,2,0,0,0,0,1,0,1,6,0,1,2,0,0
17:105:4,1,0,0,1,0,0,0,3,0,0,6,0,4,3,0,0
17:107:16,0,0,1,2,0,0,0,3,0,0,5,0,1,0,0,0
17:110:15,0,0,0,1,0,0,0,0,0,0,7,0,0,2,0,0
18:1:2,2,0,0,4,0,0,0,0,1,0,5,1,1,1,0,0
18:3:2,1,0,1,1,0,0,0,1,0,1,8,0,1,1,0,0
18:6:7,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0
18:9:9,1,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0
18:12:6,0,0,0,1,0,0,0,5,0,1,5,0,2,1,0,0
18:14:16,0,0,3,2,1,0,0,2,0,1,6,0,2,1,0,0
18:16:9,1,0,0,2,0,0,0,0,0,3,4,2,0,1,0,0
18:17:20,0,0,0,3,0,0,0,0,0,1,7,0,0,1,0,0
18:18:16,0,0,2,0,0,0,0,4,0,1,4,0,1,0,0,0
18:19:24,1,0,0,0,0,0,0,2,0,1,5,0,3,1,0,0
18:21:3,0,0,0,2,0,0,0,4,0,2,3,0,3,0,0,0
18:22:1,0,0,1,0,0,0,0,0,0,1,7,1,1,0,0,0
18:22:31,0,0,1,1,0,0,0,2,0,1,5,1,2,0,0,0
18:25:4,0,0,0,2,0,0,0,3,0,1,6,0,2,4,0,0
18:27:3,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0
18:28:18,0,0,2,2,0,0,0,0,0,0,6,0,1,2,0,0
18:29:18,0,0,3,2,0,0,0,5,0,0,4,0,0,0,0,0
18:31:8,1,0,1,1,0,0,0,0,0,1,8,0,0,0,0,0
18:32:10,1,0,0,0,0,0,1,0,0,1,7,0,1,3,0,0
18:35:2,1,1,1,1,0,0,0,0,0,0,7,0,4,6,0,0
18:37:8,0,0,1,3,0,0,1,0,0,0,7,0,3,0,0,0
18:39:14,1,0,2,1,0,0,1,0,0,0,10,0,1,1,0,0
18:42:2,3,0,0,1,0,0,0,0,0,0,4,0,2,3,0,0
18:44:1,1,0,2,4,0,0,0,0,0,1,4,0,0,1,0,0
18:45:22,1,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0
18:48:5,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0
18:49:19,0,0,2,0,0,0,0,4,0,0,3,0,4,3,0,0
18:50:21,2,1,1,2,0,0,0,2,0,0,2,0,1,0,0,0
18:52:12,1,0,0,3,0,0,0,2,0,2,7,0,1,0,0,0
18:55:5,1,0,1,0,0,0,0,5,0,0,2,0,3,0,0,0
18:56:16,1,0,0,0,0,0,0,1,0,0,6,0,2,1,0,0
18:57:28,0,0,0,1,0,0,0,4,0,3,6,1,2,1,0,0
18:60:1,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0
18:62:7,1,0,0,2,0,0,0,0,0,0,3,0,2,2,0,0
18:64:5,1,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0
18:67:3,0,0,1,1,0,0,0,0,0,0,7,0,3,1,0,0
18:70:9,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0
18:73:4,1,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0
18:75:8,1,0,0,0,0,0,0,1,0,0,7,0,4,0,0,0
18:77:16,1,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0
18:79:10,0,0,1,0,0,0,0,0,0,1,9,0,2,0,0,0
18:82:4,2,0,0,0,0,0,0,0,0,0,5,1,1,2,0,0
18:82:34,0,0,0,1,0,0,0,1,0,1,5,0,1,1,0,0
18:86:8,1,0,0,0,0,0,0,0,0,0,7,0,2,3,0,0
18:87:13,0,0,1,1,0,0,0,0,0,1,5,1,1,2,0,0
18:90:14,0,0,0,1,0,0,0,1,0,0,5,0,1,0,0,0
18:94:7,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
18:96:5,1,0,1,1,0,0,0,3,0,0,6,0,3,2,0,0
18:98:8,0,0,2,1,0,0,0,0,0,0,5,0,0,1,0,0
18:101:7,0,0,1,1,0,0,0,3,0,1,3,0,3,0,0,0
18:104:7,0,0,3,0,0,0,0,4,0,0,1,0,1,1,0,0
18:107:3,1,0,0,1,0,0,0,2,0,0,3,1,0,0,0,0
18:109:17,0,0,1,3,0,0,1,1,0,0,8,0,4,3,0,0
19:1:5,0,0,4,1,0,0,0,0,0,0,5,0,1,2,0,0
19:5:6,1,0,0,0,0,0,0,0,0,0,6,1,1,2,0,0
19:8:2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
19:10:4,0,0,0,1,0,0,0,1,0,0,9,0,2,1,0,0
19:13:2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
19:17:1,2,0,0,1,0,0,1,0,0,0,8,0,3,0,0,0
19:20:3,1,0,1,1,0,0,0,0,0,0,9,0,1,2,0,0
19:23:2,2,0,0,2,0,0,0,0,0,0,5,0,2,0,0,0
19:25:8,1,0,0,1,0,0,0,1,0,0,7,0,1,2,0,0
19:28:1,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0
19:31:1,1,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0
19:34:5,0,0,0,1,0,0,0,0,0,0,7,0,2,2,0,0
19:37:2,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0
19:39:10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
19:42:12,1,0,4,3,0,0,0,0,0,0,4,0,1,0,0,0
19:45:2,2,0,1,2,0,0,0,0,0,0,5,0,2,0,0,0
19:47:7,0,0,1,2,0,0,0,1,0,0,5,0,3,2,0,0
19:49:13,0,0,0,1,0,0,0,0,0,1,8,0,1,2,0,0
19:53:3,1,0,0,2,0,0,0,0,0,0,5,0,1,4,0,0
19:56:6,0,0,2,2,0,1,0,1,0,1,5,0,1,0,0,0
19:58:25,0,0,1,3,0,0,0,4,0,0,6,0,0,0,0,0
19:61:3,0,0,0,1,0,0,0,0,0,0,6,0,0,3,0,0
19:64:2,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0
19:66:2,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
19:69:6,1,0,0,2,0,0,0,1,0,0,6,1,0,0,0,0
19:73:1,0,0,0,1,0,0,0,2,0,1,8,0,1,0,0,0
19:75:6,2,0,0,4,0,0,0,2,0,0,4,0,1,0,0,0
19:76:11,1,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0
19:80:4,0,0,0,2,0,0,0,2,0,0,5,0,1,0,0,0
19:84:6,1,0,0,4,0,0,0,1,0,0,6,0,0,0,0,0
19:90:1,2,0,0,5,0,0,0,1,0,0,6,0,1,0,0,0
19:94:2,1,0,0,2,0,0,0,2,0,1,4,0,0,1,0,0
19:98:4,2,0,0,4,0,0,0,0,0,1,5,0,2,0,0,0
20:4:6,0,0,0,5,0,0,0,0,0,0,1,0,1,2,0,0
20:8:7,0,0,1,1,0,0,0,1,0,1,3,0,7,0,0,0
20:12:2,0,0,0,3,0,0,2,0,0,0,1,0,5,0,0,0
20:15:7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
20:18:12,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
20:23:2,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0
20:31:2,1,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0
20:38:6,0,0,0,2,0,0,0,0,0,0,3,0,3,1,0,0
20:40:8,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0
20:42:1,1,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0
20:45:10,0,0,1,1,0,0,0,0,0,0,2,0,5,0,0,0
20:48:2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0
20:52:3,3,0,2,1,0,0,0,2,0,0,7,0,1,1,0,0
20:54:3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
20:58:2,1,0,0,2,0,0,0,0,0,1,6,0,1,3,0,0
20:61:4,0,0,0,2,0,0,0,4,0,4,3,0,2,0,0,0
20:64:1,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0
20:66:9,1,0,0,1,0,0,0,2,0,0,3,0,1,1,0,0
20:69:16,1,0,0,3,0,0,0,1,0,1,2,0,1,2,0,0
20:71:22,1,0,1,1,0,0,0,1,0,0,2,0,4,0,0,0
20:73:7,0,0,1,4,0,0,0,1,0,0,5,0,2,4,0,0
20:75:10,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0
20:77:18,1,0,1,2,0,0,0,1,0,2,0,0,1,2,0,0
20:81:2,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0
20:83:6,0,0,1,1,0,0,0,1,0,0,2,0,2,1,0,0
20:86:12,0,1,0,0,0,0,0,1,0,1,5,0,2,0,0,0
20:87:15,0,0,0,1,0,0,0,1,0,0,7,0,1,1,0,0
20:90:6,1,0,0,1,0,0,0,3,0,1,1,0,2,1,0,0
20:93:2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0
20:96:3,1,0,0,1,0,0,0,1,0,0,4,0,0,2,0,0
20:97:17,2,0,1,1,0,0,0,0,0,0,2,0,3,2,0,0
20:99:7,1,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0
20:103:1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
20:107:3,1,0,0,4,0,0,0,0,0,0,6,0,1,2,0,0
20:110:2,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
20:113:2,1,0,0,1,0,0,0,0,0,0,5,1,1,1,0,0
20:115:1,0,0,2,0,0,0,0,2,0,0,3,0,4,1,0,0
20:117:11,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
20:121:1,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0
20:123:10,2,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0
20:126:2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
20:128:12,0,0,1,2,0,0,0,1,0,0,6,0,0,0,0,0
20:130:16,0,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0
20:132:8,0,0,0,2,0,0,0,2,0,2,6,0,3,2,0,0
20:134:13,0,0,0,6,0,0,0,1,0,0,5,0,0,0,0,0
21:2:2,1,0,0,2,0,0,0,2,0,2,5,0,1,0,0,0
21:4:6,0,0,1,2,0,0,0,1,0,1,4,0,5,0,0,0
21:7:4,3,0,1,2,0,0,0,2,0,0,4,0,3,0,0,0
21:10:3,1,0,0,0,0,0,0,3,0,1,4,0,4,0,0,0
21:13:8,0,0,1,1,0,0,0,1,0,0,2,1,2,0,0,0
21:17:7,1,0,0,1,0,0,0,0,0,0,4,0,1,4,0,0
21:19:13,1,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0
21:23:5,0,0,0,0,0,0,0,2,0,1,6,0,2,1,0,0
21:25:7,0,0,0,1,0,0,1,1,0,1,2,0,3,4,0,0
21:28:8,0,0,0,1,0,0,0,1,0,1,4,0,2,2,0,0
21:30:10,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0
21:33:1,0,0,1,3,0,0,0,1,0,1,7,0,0,0,0,0
21:35:10,1,0,0,1,0,0,0,2,0,1,2,0,1,0,0,0
21:38:5,3,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0
21:41:2,0,0,0,2,0,0,0,2,0,4,6,0,0,1,0,0
21:43:6,3,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0
21:45:4,1,0,1,2,0,0,0,0,0,0,5,0,1,0,0,0
21:47:11,1,0,1,1,0,0,0,0,0,2,4,0,0,0,0,0
21:50:5,3,0,1,1,0,0,0,1,0,0,1,0,3,4,0,0
21:54:3,3,0,1,4,0,0,1,1,0,2,2,1,1,0,0,0
21:57:5,0,0,0,1,0,0,0,5,0,0,4,0,3,3,0,0
21:61:5,4,0,1,2,0,0,0,5,0,0,1,0,4,1,0,0
21:65:4,3,0,2,2,0,0,0,2,0,0,4,0,1,0,0,0
21:68:5,1,0,0,0,0,0,0,1,0,0,5,0,2,2,0,0
21:72:7,0,0,2,2,0,0,0,2,0,0,3,1,1,0,0,0
21:74:14,0,0,0,1,0,0,0,2,0,0,2,0,2,3,0,0
21:77:10,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0
21:79:14,1,0,0,2,0,0,0,0,0,1,4,0,1,2,0,0
21:82:6,1,0,0,1,0,0,0,0,0,1,4,0,1,4,0,0
21:84:14,1,0,0,4,0,0,0,0,0,1,5,1,1,0,0,0
21:87:15,3,0,0,1,0,0,0,0,0,0,1,0,3,3,0,0
21:90:3,0,0,0,0,0,0,0,2,0,0,4,0,4,4,0,0
21:92:3,0,0,0,1,0,0,1,1,0,1,4,0,2,2,0,0
21:95:7,1,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0
21:97:20,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0
21:101:3,2,0,3,1,0,0,0,1,0,1,0,0,1,0,0,0
21:104:4,0,0,0,4,0,0,0,0,0,0,3,0,2,1,0,0
21:106:6,2,0,1,0,0,0,0,1,0,2,6,0,4,0,0,0
21:110:1,0,0,0,4,0,0,0,0,0,1,2,0,0,2,0,0
22:1:5,0,0,1,3,0,0,0,1,0,1,1,0,1,0,0,0
22:2:21,1,0,1,5,0,0,0,0,0,0,7,0,0,3,0,0
22:5:6,0,0,1,0,0,0,0,0,0,1,12,0,1,0,0,0
22:5:36,4,0,1,0,0,0,0,1,0,2,7,0,3,0,0,0
22:5:66,0,0,0,3,0,0,0,0,0,0,7,0,0,2,0,0
